ST_FIPS,CO_FIPS,DATE,TYPE,DESC
19,033,4/22/1965 0:00,Flood,FLOODING
19,035,4/22/1965 0:00,Flood,FLOODING
19,041,4/22/1965 0:00,Flood,FLOODING
19,043,4/22/1965 0:00,Flood,FLOODING
19,045,4/22/1965 0:00,Flood,FLOODING
19,047,4/22/1965 0:00,Flood,FLOODING
19,049,4/22/1965 0:00,Flood,FLOODING
19,057,4/22/1965 0:00,Flood,FLOODING
19,059,4/22/1965 0:00,Flood,FLOODING
19,061,4/22/1965 0:00,Flood,FLOODING
19,063,4/22/1965 0:00,Flood,FLOODING
19,067,4/22/1965 0:00,Flood,FLOODING
19,069,4/22/1965 0:00,Flood,FLOODING
19,071,4/22/1965 0:00,Flood,FLOODING
19,079,4/22/1965 0:00,Flood,FLOODING
19,083,4/22/1965 0:00,Flood,FLOODING
19,085,4/22/1965 0:00,Flood,FLOODING
19,091,4/22/1965 0:00,Flood,FLOODING
19,093,4/22/1965 0:00,Flood,FLOODING
19,097,4/22/1965 0:00,Flood,FLOODING
19,101,4/22/1965 0:00,Flood,FLOODING
19,103,4/22/1965 0:00,Flood,FLOODING
19,107,4/22/1965 0:00,Flood,FLOODING
19,109,4/22/1965 0:00,Flood,FLOODING
19,111,4/22/1965 0:00,Flood,FLOODING
19,113,4/22/1965 0:00,Flood,FLOODING
19,115,4/22/1965 0:00,Flood,FLOODING
19,119,4/22/1965 0:00,Flood,FLOODING
19,123,4/22/1965 0:00,Flood,FLOODING
19,125,4/22/1965 0:00,Flood,FLOODING
19,127,4/22/1965 0:00,Flood,FLOODING
19,129,4/22/1965 0:00,Flood,FLOODING
19,133,4/22/1965 0:00,Flood,FLOODING
19,135,4/22/1965 0:00,Flood,FLOODING
19,137,4/22/1965 0:00,Flood,FLOODING
19,139,4/22/1965 0:00,Flood,FLOODING
19,141,4/22/1965 0:00,Flood,FLOODING
19,143,4/22/1965 0:00,Flood,FLOODING
19,145,4/22/1965 0:00,Flood,FLOODING
19,147,4/22/1965 0:00,Flood,FLOODING
19,149,4/22/1965 0:00,Flood,FLOODING
19,151,4/22/1965 0:00,Flood,FLOODING
19,153,4/22/1965 0:00,Flood,FLOODING
19,155,4/22/1965 0:00,Flood,FLOODING
19,161,4/22/1965 0:00,Flood,FLOODING
19,163,4/22/1965 0:00,Flood,FLOODING
19,165,4/22/1965 0:00,Flood,FLOODING
19,167,4/22/1965 0:00,Flood,FLOODING
19,171,4/22/1965 0:00,Flood,FLOODING
19,177,4/22/1965 0:00,Flood,FLOODING
19,179,4/22/1965 0:00,Flood,FLOODING
19,183,4/22/1965 0:00,Flood,FLOODING
19,187,4/22/1965 0:00,Flood,FLOODING
19,189,4/22/1965 0:00,Flood,FLOODING
19,193,4/22/1965 0:00,Flood,FLOODING
19,195,4/22/1965 0:00,Flood,FLOODING
19,197,4/22/1965 0:00,Flood,FLOODING
17,001,4/25/1965 0:00,Tornado,"TORNADOES, SEVERE STORMS & FLOODING"
17,015,4/25/1965 0:00,Tornado,"TORNADOES, SEVERE STORMS & FLOODING"
17,071,4/25/1965 0:00,Tornado,"TORNADOES, SEVERE STORMS & FLOODING"
17,085,4/25/1965 0:00,Tornado,"TORNADOES, SEVERE STORMS & FLOODING"
17,097,4/25/1965 0:00,Tornado,"TORNADOES, SEVERE STORMS & FLOODING"
17,111,4/25/1965 0:00,Tornado,"TORNADOES, SEVERE STORMS & FLOODING"
17,131,4/25/1965 0:00,Tornado,"TORNADOES, SEVERE STORMS & FLOODING"
17,149,4/25/1965 0:00,Tornado,"TORNADOES, SEVERE STORMS & FLOODING"
17,161,4/25/1965 0:00,Tornado,"TORNADOES, SEVERE STORMS & FLOODING"
17,195,4/25/1965 0:00,Tornado,"TORNADOES, SEVERE STORMS & FLOODING"
38,003,5/10/1965 0:00,Flood,FLOODING
38,017,5/10/1965 0:00,Flood,FLOODING
38,035,5/10/1965 0:00,Flood,FLOODING
38,063,5/10/1965 0:00,Flood,FLOODING
38,067,5/10/1965 0:00,Flood,FLOODING
38,073,5/10/1965 0:00,Flood,FLOODING
38,077,5/10/1965 0:00,Flood,FLOODING
38,091,5/10/1965 0:00,Flood,FLOODING
38,097,5/10/1965 0:00,Flood,FLOODING
38,099,5/10/1965 0:00,Flood,FLOODING
53,033,5/11/1965 0:00,Earthquake,EARTHQUAKE
53,035,5/11/1965 0:00,Earthquake,EARTHQUAKE
53,045,5/11/1965 0:00,Earthquake,EARTHQUAKE
53,053,5/11/1965 0:00,Earthquake,EARTHQUAKE
53,061,5/11/1965 0:00,Earthquake,EARTHQUAKE
53,067,5/11/1965 0:00,Earthquake,EARTHQUAKE
46,019,5/26/1965 0:00,Flood,FLOODING
46,081,5/26/1965 0:00,Flood,FLOODING
46,093,5/26/1965 0:00,Flood,FLOODING
46,103,5/26/1965 0:00,Flood,FLOODING
29,045,6/14/1965 0:00,Severe_Storms,FLOODING
29,111,6/14/1965 0:00,Severe_Storms,FLOODING
29,113,6/14/1965 0:00,Severe_Storms,FLOODING
29,127,6/14/1965 0:00,Severe_Storms,FLOODING
29,163,6/14/1965 0:00,Severe_Storms,FLOODING
29,183,6/14/1965 0:00,Severe_Storms,FLOODING
48,161,6/19/1965 0:00,Tornado,TORNADOES & FLOODING
48,189,6/19/1965 0:00,Tornado,TORNADOES & FLOODING
48,289,6/19/1965 0:00,Tornado,TORNADOES & FLOODING
48,349,6/19/1965 0:00,Tornado,TORNADOES & FLOODING
48,401,6/19/1965 0:00,Tornado,TORNADOES & FLOODING
48,423,6/19/1965 0:00,Tornado,TORNADOES & FLOODING
48,443,6/19/1965 0:00,Tornado,TORNADOES & FLOODING
08,001,6/19/1965 0:00,Tornado,"TORNADOES, SEVERE STORMS & FLOODING"
08,005,6/19/1965 0:00,Tornado,"TORNADOES, SEVERE STORMS & FLOODING"
08,009,6/19/1965 0:00,Tornado,"TORNADOES, SEVERE STORMS & FLOODING"
08,011,6/19/1965 0:00,Tornado,"TORNADOES, SEVERE STORMS & FLOODING"
08,017,6/19/1965 0:00,Tornado,"TORNADOES, SEVERE STORMS & FLOODING"
08,025,6/19/1965 0:00,Tornado,"TORNADOES, SEVERE STORMS & FLOODING"
08,031,6/19/1965 0:00,Tornado,"TORNADOES, SEVERE STORMS & FLOODING"
08,035,6/19/1965 0:00,Tornado,"TORNADOES, SEVERE STORMS & FLOODING"
08,041,6/19/1965 0:00,Tornado,"TORNADOES, SEVERE STORMS & FLOODING"
08,039,6/19/1965 0:00,Tornado,"TORNADOES, SEVERE STORMS & FLOODING"
08,043,6/19/1965 0:00,Tornado,"TORNADOES, SEVERE STORMS & FLOODING"
08,061,6/19/1965 0:00,Tornado,"TORNADOES, SEVERE STORMS & FLOODING"
08,063,6/19/1965 0:00,Tornado,"TORNADOES, SEVERE STORMS & FLOODING"
08,069,6/19/1965 0:00,Tornado,"TORNADOES, SEVERE STORMS & FLOODING"
08,071,6/19/1965 0:00,Tornado,"TORNADOES, SEVERE STORMS & FLOODING"
08,073,6/19/1965 0:00,Tornado,"TORNADOES, SEVERE STORMS & FLOODING"
08,075,6/19/1965 0:00,Tornado,"TORNADOES, SEVERE STORMS & FLOODING"
08,087,6/19/1965 0:00,Tornado,"TORNADOES, SEVERE STORMS & FLOODING"
08,089,6/19/1965 0:00,Tornado,"TORNADOES, SEVERE STORMS & FLOODING"
08,095,6/19/1965 0:00,Tornado,"TORNADOES, SEVERE STORMS & FLOODING"
08,099,6/19/1965 0:00,Tornado,"TORNADOES, SEVERE STORMS & FLOODING"
08,101,6/19/1965 0:00,Tornado,"TORNADOES, SEVERE STORMS & FLOODING"
08,115,6/19/1965 0:00,Tornado,"TORNADOES, SEVERE STORMS & FLOODING"
08,119,6/19/1965 0:00,Tornado,"TORNADOES, SEVERE STORMS & FLOODING"
08,121,6/19/1965 0:00,Tornado,"TORNADOES, SEVERE STORMS & FLOODING"
08,123,6/19/1965 0:00,Tornado,"TORNADOES, SEVERE STORMS & FLOODING"
08,125,6/19/1965 0:00,Tornado,"TORNADOES, SEVERE STORMS & FLOODING"
20,009,6/23/1965 0:00,Flood,FLOODING
20,015,6/23/1965 0:00,Flood,FLOODING
20,017,6/23/1965 0:00,Flood,FLOODING
20,047,6/23/1965 0:00,Flood,FLOODING
20,055,6/23/1965 0:00,Flood,FLOODING
20,057,6/23/1965 0:00,Flood,FLOODING
20,067,6/23/1965 0:00,Flood,FLOODING
20,069,6/23/1965 0:00,Flood,FLOODING
20,073,6/23/1965 0:00,Flood,FLOODING
20,075,6/23/1965 0:00,Flood,FLOODING
20,079,6/23/1965 0:00,Flood,FLOODING
20,093,6/23/1965 0:00,Flood,FLOODING
20,111,6/23/1965 0:00,Flood,FLOODING
20,115,6/23/1965 0:00,Flood,FLOODING
20,113,6/23/1965 0:00,Flood,FLOODING
20,145,6/23/1965 0:00,Flood,FLOODING
20,155,6/23/1965 0:00,Flood,FLOODING
20,159,6/23/1965 0:00,Flood,FLOODING
20,173,6/23/1965 0:00,Flood,FLOODING
20,185,6/23/1965 0:00,Flood,FLOODING
20,187,6/23/1965 0:00,Flood,FLOODING
35,007,7/1/1965 0:00,Flood,SEVERE STORMS & FLOODING
35,027,7/1/1965 0:00,Flood,SEVERE STORMS & FLOODING
35,033,7/1/1965 0:00,Flood,SEVERE STORMS & FLOODING
35,047,7/1/1965 0:00,Flood,SEVERE STORMS & FLOODING
29,003,7/27/1965 0:00,Flood,SEVERE STORMS & FLOODING
29,005,7/27/1965 0:00,Flood,SEVERE STORMS & FLOODING
29,021,7/27/1965 0:00,Flood,SEVERE STORMS & FLOODING
29,025,7/27/1965 0:00,Flood,SEVERE STORMS & FLOODING
29,033,7/27/1965 0:00,Flood,SEVERE STORMS & FLOODING
29,047,7/27/1965 0:00,Flood,SEVERE STORMS & FLOODING
29,049,7/27/1965 0:00,Flood,SEVERE STORMS & FLOODING
29,061,7/27/1965 0:00,Flood,SEVERE STORMS & FLOODING
29,063,7/27/1965 0:00,Flood,SEVERE STORMS & FLOODING
29,087,7/27/1965 0:00,Flood,SEVERE STORMS & FLOODING
29,095,7/27/1965 0:00,Flood,SEVERE STORMS & FLOODING
29,101,7/27/1965 0:00,Flood,SEVERE STORMS & FLOODING
29,107,7/27/1965 0:00,Flood,SEVERE STORMS & FLOODING
29,147,7/27/1965 0:00,Flood,SEVERE STORMS & FLOODING
29,159,7/27/1965 0:00,Flood,SEVERE STORMS & FLOODING
29,165,7/27/1965 0:00,Flood,SEVERE STORMS & FLOODING
29,177,7/27/1965 0:00,Flood,SEVERE STORMS & FLOODING
29,195,7/27/1965 0:00,Flood,SEVERE STORMS & FLOODING
36,025,8/18/1965 0:00,Drought,WATER SHORTAGE
36,027,8/18/1965 0:00,Drought,WATER SHORTAGE
36,047,8/18/1965 0:00,Drought,WATER SHORTAGE
36,059,8/18/1965 0:00,Drought,WATER SHORTAGE
36,061,8/18/1965 0:00,Drought,WATER SHORTAGE
36,071,8/18/1965 0:00,Drought,WATER SHORTAGE
36,079,8/18/1965 0:00,Drought,WATER SHORTAGE
36,081,8/18/1965 0:00,Drought,WATER SHORTAGE
36,085,8/18/1965 0:00,Drought,WATER SHORTAGE
36,087,8/18/1965 0:00,Drought,WATER SHORTAGE
36,103,8/18/1965 0:00,Drought,WATER SHORTAGE
36,105,8/18/1965 0:00,Drought,WATER SHORTAGE
36,111,8/18/1965 0:00,Drought,WATER SHORTAGE
36,119,8/18/1965 0:00,Drought,WATER SHORTAGE
34,001,8/18/1965 0:00,Drought,WATER SHORTAGE
34,003,8/18/1965 0:00,Drought,WATER SHORTAGE
34,005,8/18/1965 0:00,Drought,WATER SHORTAGE
34,007,8/18/1965 0:00,Drought,WATER SHORTAGE
34,009,8/18/1965 0:00,Drought,WATER SHORTAGE
34,011,8/18/1965 0:00,Drought,WATER SHORTAGE
34,013,8/18/1965 0:00,Drought,WATER SHORTAGE
34,015,8/18/1965 0:00,Drought,WATER SHORTAGE
34,017,8/18/1965 0:00,Drought,WATER SHORTAGE
34,019,8/18/1965 0:00,Drought,WATER SHORTAGE
34,021,8/18/1965 0:00,Drought,WATER SHORTAGE
34,023,8/18/1965 0:00,Drought,WATER SHORTAGE
34,025,8/18/1965 0:00,Drought,WATER SHORTAGE
34,027,8/18/1965 0:00,Drought,WATER SHORTAGE
34,029,8/18/1965 0:00,Drought,WATER SHORTAGE
34,031,8/18/1965 0:00,Drought,WATER SHORTAGE
34,033,8/18/1965 0:00,Drought,WATER SHORTAGE
34,035,8/18/1965 0:00,Drought,WATER SHORTAGE
34,037,8/18/1965 0:00,Drought,WATER SHORTAGE
34,039,8/18/1965 0:00,Drought,WATER SHORTAGE
34,041,8/18/1965 0:00,Drought,WATER SHORTAGE
42,011,8/18/1965 0:00,Drought,WATER SHORTAGE
42,017,8/18/1965 0:00,Drought,WATER SHORTAGE
42,025,8/18/1965 0:00,Drought,WATER SHORTAGE
42,029,8/18/1965 0:00,Drought,WATER SHORTAGE
42,045,8/18/1965 0:00,Drought,WATER SHORTAGE
42,077,8/18/1965 0:00,Drought,WATER SHORTAGE
42,089,8/18/1965 0:00,Drought,WATER SHORTAGE
42,091,8/18/1965 0:00,Drought,WATER SHORTAGE
42,095,8/18/1965 0:00,Drought,WATER SHORTAGE
42,101,8/18/1965 0:00,Drought,WATER SHORTAGE
42,103,8/18/1965 0:00,Drought,WATER SHORTAGE
42,107,8/18/1965 0:00,Drought,WATER SHORTAGE
42,127,8/18/1965 0:00,Drought,WATER SHORTAGE
10,001,8/18/1965 0:00,Drought,WATER SHORTAGE
10,003,8/18/1965 0:00,Drought,WATER SHORTAGE
10,005,8/18/1965 0:00,Drought,WATER SHORTAGE
22,001,9/10/1965 0:00,Hurricane,HURRICANE BETSY
22,005,9/10/1965 0:00,Hurricane,HURRICANE BETSY
22,007,9/10/1965 0:00,Hurricane,HURRICANE BETSY
22,009,9/10/1965 0:00,Hurricane,HURRICANE BETSY
22,021,9/10/1965 0:00,Hurricane,HURRICANE BETSY
22,025,9/10/1965 0:00,Hurricane,HURRICANE BETSY
22,033,9/10/1965 0:00,Hurricane,HURRICANE BETSY
22,037,9/10/1965 0:00,Hurricane,HURRICANE BETSY
22,041,9/10/1965 0:00,Hurricane,HURRICANE BETSY
22,045,9/10/1965 0:00,Hurricane,HURRICANE BETSY
22,047,9/10/1965 0:00,Hurricane,HURRICANE BETSY
22,051,9/10/1965 0:00,Hurricane,HURRICANE BETSY
22,055,9/10/1965 0:00,Hurricane,HURRICANE BETSY
22,057,9/10/1965 0:00,Hurricane,HURRICANE BETSY
22,063,9/10/1965 0:00,Hurricane,HURRICANE BETSY
22,073,9/10/1965 0:00,Hurricane,HURRICANE BETSY
22,075,9/10/1965 0:00,Hurricane,HURRICANE BETSY
22,077,9/10/1965 0:00,Hurricane,HURRICANE BETSY
22,079,9/10/1965 0:00,Hurricane,HURRICANE BETSY
22,083,9/10/1965 0:00,Hurricane,HURRICANE BETSY
22,087,9/10/1965 0:00,Hurricane,HURRICANE BETSY
22,089,9/10/1965 0:00,Hurricane,HURRICANE BETSY
22,091,9/10/1965 0:00,Hurricane,HURRICANE BETSY
22,093,9/10/1965 0:00,Hurricane,HURRICANE BETSY
22,095,9/10/1965 0:00,Hurricane,HURRICANE BETSY
22,097,9/10/1965 0:00,Hurricane,HURRICANE BETSY
22,099,9/10/1965 0:00,Hurricane,HURRICANE BETSY
22,101,9/10/1965 0:00,Hurricane,HURRICANE BETSY
22,103,9/10/1965 0:00,Hurricane,HURRICANE BETSY
22,105,9/10/1965 0:00,Hurricane,HURRICANE BETSY
22,109,9/10/1965 0:00,Hurricane,HURRICANE BETSY
22,117,9/10/1965 0:00,Hurricane,HURRICANE BETSY
22,121,9/10/1965 0:00,Hurricane,HURRICANE BETSY
22,125,9/10/1965 0:00,Hurricane,HURRICANE BETSY
12,011,9/14/1965 0:00,Hurricane,HURRICANE BETSY
12,021,9/14/1965 0:00,Hurricane,HURRICANE BETSY
12,086,9/14/1965 0:00,Hurricane,HURRICANE BETSY
12,043,9/14/1965 0:00,Hurricane,HURRICANE BETSY
12,051,9/14/1965 0:00,Hurricane,HURRICANE BETSY
12,071,9/14/1965 0:00,Hurricane,HURRICANE BETSY
12,085,9/14/1965 0:00,Hurricane,HURRICANE BETSY
12,087,9/14/1965 0:00,Hurricane,HURRICANE BETSY
12,099,9/14/1965 0:00,Hurricane,HURRICANE BETSY
12,111,9/14/1965 0:00,Hurricane,HURRICANE BETSY
28,001,9/25/1965 0:00,Hurricane,HURRICANE BETSY
28,005,9/25/1965 0:00,Hurricane,HURRICANE BETSY
28,021,9/25/1965 0:00,Hurricane,HURRICANE BETSY
28,037,9/25/1965 0:00,Hurricane,HURRICANE BETSY
28,047,9/25/1965 0:00,Hurricane,HURRICANE BETSY
28,059,9/25/1965 0:00,Hurricane,HURRICANE BETSY
28,063,9/25/1965 0:00,Hurricane,HURRICANE BETSY
28,085,9/25/1965 0:00,Hurricane,HURRICANE BETSY
28,109,9/25/1965 0:00,Hurricane,HURRICANE BETSY
28,113,9/25/1965 0:00,Hurricane,HURRICANE BETSY
28,157,9/25/1965 0:00,Hurricane,HURRICANE BETSY
06,065,12/7/1965 0:00,Flood,HEAVY RAINS & FLOODING
06,071,12/7/1965 0:00,Flood,HEAVY RAINS & FLOODING
06,073,12/7/1965 0:00,Flood,HEAVY RAINS & FLOODING
06,111,12/7/1965 0:00,Flood,HEAVY RAINS & FLOODING
06,023,1/22/1966 0:00,Flood,SEVERE STORMS & FLOODING
13,007,3/14/1966 0:00,Flood,FLOODING
13,023,3/14/1966 0:00,Flood,FLOODING
13,029,3/14/1966 0:00,Flood,FLOODING
13,067,3/14/1966 0:00,Flood,FLOODING
13,079,3/14/1966 0:00,Flood,FLOODING
13,087,3/14/1966 0:00,Flood,FLOODING
13,095,3/14/1966 0:00,Flood,FLOODING
13,115,3/14/1966 0:00,Flood,FLOODING
13,139,3/14/1966 0:00,Flood,FLOODING
13,153,3/14/1966 0:00,Flood,FLOODING
13,163,3/14/1966 0:00,Flood,FLOODING
13,175,3/14/1966 0:00,Flood,FLOODING
13,177,3/14/1966 0:00,Flood,FLOODING
13,183,3/14/1966 0:00,Flood,FLOODING
13,209,3/14/1966 0:00,Flood,FLOODING
13,223,3/14/1966 0:00,Flood,FLOODING
13,225,3/14/1966 0:00,Flood,FLOODING
13,267,3/14/1966 0:00,Flood,FLOODING
13,269,3/14/1966 0:00,Flood,FLOODING
13,279,3/14/1966 0:00,Flood,FLOODING
13,283,3/14/1966 0:00,Flood,FLOODING
13,303,3/14/1966 0:00,Flood,FLOODING
13,309,3/14/1966 0:00,Flood,FLOODING
27,001,3/22/1966 0:00,Flood,FLOODING
27,005,3/22/1966 0:00,Flood,FLOODING
27,007,3/22/1966 0:00,Flood,FLOODING
27,009,3/22/1966 0:00,Flood,FLOODING
27,021,3/22/1966 0:00,Flood,FLOODING
27,027,3/22/1966 0:00,Flood,FLOODING
27,035,3/22/1966 0:00,Flood,FLOODING
27,061,3/22/1966 0:00,Flood,FLOODING
27,069,3/22/1966 0:00,Flood,FLOODING
27,077,3/22/1966 0:00,Flood,FLOODING
27,087,3/22/1966 0:00,Flood,FLOODING
27,089,3/22/1966 0:00,Flood,FLOODING
27,097,3/22/1966 0:00,Flood,FLOODING
27,107,3/22/1966 0:00,Flood,FLOODING
27,111,3/22/1966 0:00,Flood,FLOODING
27,113,3/22/1966 0:00,Flood,FLOODING
27,119,3/22/1966 0:00,Flood,FLOODING
27,125,3/22/1966 0:00,Flood,FLOODING
27,135,3/22/1966 0:00,Flood,FLOODING
27,141,3/22/1966 0:00,Flood,FLOODING
27,145,3/22/1966 0:00,Flood,FLOODING
27,153,3/22/1966 0:00,Flood,FLOODING
27,159,3/22/1966 0:00,Flood,FLOODING
27,167,3/22/1966 0:00,Flood,FLOODING
27,171,3/22/1966 0:00,Flood,FLOODING
38,003,3/23/1966 0:00,Flood,FLOODING
38,017,3/23/1966 0:00,Flood,FLOODING
38,021,3/23/1966 0:00,Flood,FLOODING
38,035,3/23/1966 0:00,Flood,FLOODING
38,039,3/23/1966 0:00,Flood,FLOODING
38,045,3/23/1966 0:00,Flood,FLOODING
38,063,3/23/1966 0:00,Flood,FLOODING
38,067,3/23/1966 0:00,Flood,FLOODING
38,071,3/23/1966 0:00,Flood,FLOODING
38,073,3/23/1966 0:00,Flood,FLOODING
38,077,3/23/1966 0:00,Flood,FLOODING
38,081,3/23/1966 0:00,Flood,FLOODING
38,091,3/23/1966 0:00,Flood,FLOODING
38,093,3/23/1966 0:00,Flood,FLOODING
38,097,3/23/1966 0:00,Flood,FLOODING
38,099,3/23/1966 0:00,Flood,FLOODING
04,009,4/30/1966 0:00,Flood,FLOODING
04,011,4/30/1966 0:00,Flood,FLOODING
04,013,4/30/1966 0:00,Flood,FLOODING
04,019,4/30/1966 0:00,Flood,FLOODING
04,021,4/30/1966 0:00,Flood,FLOODING
48,001,5/12/1966 0:00,Flood,SEVERE STORMS & FLOODING
48,037,5/12/1966 0:00,Flood,SEVERE STORMS & FLOODING
48,063,5/12/1966 0:00,Flood,SEVERE STORMS & FLOODING
48,067,5/12/1966 0:00,Flood,SEVERE STORMS & FLOODING
48,085,5/12/1966 0:00,Flood,SEVERE STORMS & FLOODING
48,097,5/12/1966 0:00,Flood,SEVERE STORMS & FLOODING
48,113,5/12/1966 0:00,Flood,SEVERE STORMS & FLOODING
48,119,5/12/1966 0:00,Flood,SEVERE STORMS & FLOODING
48,147,5/12/1966 0:00,Flood,SEVERE STORMS & FLOODING
48,161,5/12/1966 0:00,Flood,SEVERE STORMS & FLOODING
48,183,5/12/1966 0:00,Flood,SEVERE STORMS & FLOODING
48,203,5/12/1966 0:00,Flood,SEVERE STORMS & FLOODING
48,213,5/12/1966 0:00,Flood,SEVERE STORMS & FLOODING
48,277,5/12/1966 0:00,Flood,SEVERE STORMS & FLOODING
48,289,5/12/1966 0:00,Flood,SEVERE STORMS & FLOODING
48,315,5/12/1966 0:00,Flood,SEVERE STORMS & FLOODING
48,343,5/12/1966 0:00,Flood,SEVERE STORMS & FLOODING
48,349,5/12/1966 0:00,Flood,SEVERE STORMS & FLOODING
48,379,5/12/1966 0:00,Flood,SEVERE STORMS & FLOODING
48,387,5/12/1966 0:00,Flood,SEVERE STORMS & FLOODING
48,397,5/12/1966 0:00,Flood,SEVERE STORMS & FLOODING
48,401,5/12/1966 0:00,Flood,SEVERE STORMS & FLOODING
48,419,5/12/1966 0:00,Flood,SEVERE STORMS & FLOODING
48,439,5/12/1966 0:00,Flood,SEVERE STORMS & FLOODING
48,449,5/12/1966 0:00,Flood,SEVERE STORMS & FLOODING
48,459,5/12/1966 0:00,Flood,SEVERE STORMS & FLOODING
20,161,6/10/1966 0:00,Tornado,TORNADOES & SEVERE STORMS
20,177,6/10/1966 0:00,Tornado,TORNADOES & SEVERE STORMS
38,037,7/9/1966 0:00,Flood,SEVERE STORMS & FLOODING
38,041,7/9/1966 0:00,Flood,SEVERE STORMS & FLOODING
38,049,7/9/1966 0:00,Flood,SEVERE STORMS & FLOODING
38,055,7/9/1966 0:00,Flood,SEVERE STORMS & FLOODING
38,057,7/9/1966 0:00,Flood,SEVERE STORMS & FLOODING
38,059,7/9/1966 0:00,Flood,SEVERE STORMS & FLOODING
38,065,7/9/1966 0:00,Flood,SEVERE STORMS & FLOODING
38,089,7/9/1966 0:00,Flood,SEVERE STORMS & FLOODING
31,011,8/31/1966 0:00,Flood,HEAVY RAINS & FLOODING
31,037,8/31/1966 0:00,Flood,HEAVY RAINS & FLOODING
31,077,8/31/1966 0:00,Flood,HEAVY RAINS & FLOODING
31,093,8/31/1966 0:00,Flood,HEAVY RAINS & FLOODING
31,125,8/31/1966 0:00,Flood,HEAVY RAINS & FLOODING
31,141,8/31/1966 0:00,Flood,HEAVY RAINS & FLOODING
31,163,8/31/1966 0:00,Flood,HEAVY RAINS & FLOODING
31,175,8/31/1966 0:00,Flood,HEAVY RAINS & FLOODING
48,229,9/27/1966 0:00,Flood,HEAVY RAINS & FLOODING
06,027,1/2/1967 0:00,Flood,SEVERE STORMS & FLOODING
06,029,1/2/1967 0:00,Flood,SEVERE STORMS & FLOODING
06,053,1/2/1967 0:00,Flood,SEVERE STORMS & FLOODING
06,065,1/2/1967 0:00,Flood,SEVERE STORMS & FLOODING
06,071,1/2/1967 0:00,Flood,SEVERE STORMS & FLOODING
06,073,1/2/1967 0:00,Flood,SEVERE STORMS & FLOODING
06,079,1/2/1967 0:00,Flood,SEVERE STORMS & FLOODING
06,107,1/2/1967 0:00,Flood,SEVERE STORMS & FLOODING
54,001,3/13/1967 0:00,Flood,FLOODING
54,005,3/13/1967 0:00,Flood,FLOODING
54,007,3/13/1967 0:00,Flood,FLOODING
54,011,3/13/1967 0:00,Flood,FLOODING
54,013,3/13/1967 0:00,Flood,FLOODING
54,015,3/13/1967 0:00,Flood,FLOODING
54,017,3/13/1967 0:00,Flood,FLOODING
54,019,3/13/1967 0:00,Flood,FLOODING
54,021,3/13/1967 0:00,Flood,FLOODING
54,025,3/13/1967 0:00,Flood,FLOODING
54,027,3/13/1967 0:00,Flood,FLOODING
54,031,3/13/1967 0:00,Flood,FLOODING
54,033,3/13/1967 0:00,Flood,FLOODING
54,035,3/13/1967 0:00,Flood,FLOODING
54,039,3/13/1967 0:00,Flood,FLOODING
54,041,3/13/1967 0:00,Flood,FLOODING
54,043,3/13/1967 0:00,Flood,FLOODING
54,045,3/13/1967 0:00,Flood,FLOODING
54,049,3/13/1967 0:00,Flood,FLOODING
54,053,3/13/1967 0:00,Flood,FLOODING
54,055,3/13/1967 0:00,Flood,FLOODING
54,057,3/13/1967 0:00,Flood,FLOODING
54,059,3/13/1967 0:00,Flood,FLOODING
54,063,3/13/1967 0:00,Flood,FLOODING
54,067,3/13/1967 0:00,Flood,FLOODING
54,075,3/13/1967 0:00,Flood,FLOODING
54,079,3/13/1967 0:00,Flood,FLOODING
54,081,3/13/1967 0:00,Flood,FLOODING
54,083,3/13/1967 0:00,Flood,FLOODING
54,089,3/13/1967 0:00,Flood,FLOODING
54,093,3/13/1967 0:00,Flood,FLOODING
54,097,3/13/1967 0:00,Flood,FLOODING
54,099,3/13/1967 0:00,Flood,FLOODING
54,105,3/13/1967 0:00,Flood,FLOODING
54,107,3/13/1967 0:00,Flood,FLOODING
54,109,3/13/1967 0:00,Flood,FLOODING
21,013,3/27/1967 0:00,Flood,SEVERE STORMS & FLOODING
21,019,3/27/1967 0:00,Flood,SEVERE STORMS & FLOODING
21,025,3/27/1967 0:00,Flood,SEVERE STORMS & FLOODING
21,071,3/27/1967 0:00,Flood,SEVERE STORMS & FLOODING
21,089,3/27/1967 0:00,Flood,SEVERE STORMS & FLOODING
21,095,3/27/1967 0:00,Flood,SEVERE STORMS & FLOODING
21,115,3/27/1967 0:00,Flood,SEVERE STORMS & FLOODING
21,119,3/27/1967 0:00,Flood,SEVERE STORMS & FLOODING
21,121,3/27/1967 0:00,Flood,SEVERE STORMS & FLOODING
21,127,3/27/1967 0:00,Flood,SEVERE STORMS & FLOODING
21,131,3/27/1967 0:00,Flood,SEVERE STORMS & FLOODING
21,133,3/27/1967 0:00,Flood,SEVERE STORMS & FLOODING
21,135,3/27/1967 0:00,Flood,SEVERE STORMS & FLOODING
21,153,3/27/1967 0:00,Flood,SEVERE STORMS & FLOODING
21,159,3/27/1967 0:00,Flood,SEVERE STORMS & FLOODING
21,193,3/27/1967 0:00,Flood,SEVERE STORMS & FLOODING
21,195,3/27/1967 0:00,Flood,SEVERE STORMS & FLOODING
21,197,3/27/1967 0:00,Flood,SEVERE STORMS & FLOODING
17,007,4/25/1967 0:00,Tornado,TORNADOES
17,031,4/25/1967 0:00,Tornado,TORNADOES
